# Fitness, Player energy, Enemy energy, Time
63.680644,0.000000,74.000000,243.600000
95.630056,74.400000,0.000000,274.800000
63.305345,0.000000,52.000000,289.400000
63.502119,0.000000,60.000000,308.600000
91.701298,58.840000,0.000000,276.000000
65.201757,0.000000,96.000000,102.200000
65.565214,0.000000,70.000000,109.000000
90.013446,55.600000,0.000000,345.000000
74.824985,23.605000,44.000000,243.575000
