0,2,5,8
0,99.96989598570173,99.70639587449897,98.14657838606031
1,98.84065413088472,99.88325404504737,98.71572385164751
2,100.0,99.98376228437368,97.33946152297503
3,99.97971561943368,99.96158427939416,97.96317559179532
4,99.9705331122167,99.58063887389552,98.2255351048528
5,99.22051378177342,92.52961390549254,98.23844769486075
6,99.6268642896628,97.60348830685432,98.83498387175237
7,99.90577723626764,99.7914510233234,97.43640827860702
8,99.59435245646766,99.87258653145864,98.16894525854764
9,99.97036645981082,99.77114427860695,98.93253984787326
